"","Rk","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PS.G","fix"
"108",137,"Reggie Evans\evansre01","PF",30,"TOR",30,18,26.6,1.4,3.4,0.408,0,0,0,1.4,3.4,0.412,0.408,1.6,2.9,0.545,4,7.5,11.5,1.3,1,0.2,1.3,3,4.4,"reggieevans"
"109",138,"Tyreke Evans\evansty01","SG",21,"SAC",57,53,37,6.7,16.4,0.409,0.8,2.6,0.291,5.9,13.8,0.432,0.432,3.6,4.7,0.771,0.8,4,4.8,5.6,1.5,0.5,3.2,2.5,17.8,"tyrekeevans"
"110",139,"Patrick Ewing\ewingpa02","SF",26,"NOH",7,0,2.7,0,0.7,0,0,0.3,0,0,0.4,0,0,0.4,0.6,0.75,0.1,0.1,0.3,0.3,0,0.1,0.1,0.1,0.4,"patrickewing"
"111",140,"Christian Eyenga\eyengch01","SF",21,"CLE",44,18,21.5,3,7,0.425,0.6,2.1,0.275,2.4,4.9,0.488,0.466,0.4,0.6,0.643,0.6,2.2,2.8,0.8,0.8,0.6,1.1,1.8,6.9,"christianeyenga"
"112",141,"Jordan Farmar\farmajo01","PG",24,"NJN",73,18,24.6,3.5,8.9,0.392,1.5,4.2,0.359,2,4.8,0.421,0.475,1.1,1.4,0.82,0.3,2,2.4,5,0.8,0.1,1.9,1.8,9.6,"jordanfarmar"
"113",144,"Rudy Fernandez\fernaru01","SG",25,"POR",78,3,23.3,2.7,7.4,0.37,1.5,4.6,0.321,1.2,2.7,0.453,0.471,1.6,1.9,0.863,0.5,1.7,2.2,2.5,1.1,0.2,1.1,1.7,8.6,"rudyfernandez"
"114",145,"Kyrylo Fesenko\fesenky01","C",24,"UTA",53,1,8.6,0.8,1.9,0.44,0,0,0,0.8,1.9,0.444,0.44,0.3,0.9,0.391,0.6,1.4,2,0.3,0.1,0.3,0.5,1.7,2,"kyrylofesenko"
"115",146,"Landry Fields\fieldla01","SG",22,"NYK",82,81,31,3.6,7.3,0.497,1,2.7,0.393,2.6,4.7,0.556,0.568,1.4,1.8,0.769,1.3,5.1,6.4,1.9,1,0.2,1.3,1.4,9.7,"landryfields"
"116",147,"Derek Fisher\fishede01","PG",36,"LAL",82,82,28,2.5,6.5,0.389,0.8,1.9,0.396,1.7,4.5,0.386,0.449,1,1.3,0.806,0.2,1.7,1.9,2.7,1.2,0.1,0.9,2.3,6.8,"derekfisher"
"117",148,"Jonny Flynn\flynnjo01","PG",21,"MIN",53,8,18.5,2,5.6,0.365,0.6,1.9,0.31,1.5,3.7,0.393,0.417,0.6,0.8,0.762,0.2,1.2,1.5,3.4,0.6,0.1,2.1,1.1,5.3,"jonnyflynn"
"118",149,"Gary Forbes\forbega01","SF",25,"DEN",63,11,12.6,2,4.3,0.454,0.3,0.9,0.328,1.7,3.4,0.488,0.489,0.9,1.4,0.678,0.4,1.4,1.8,0.8,0.4,0.1,0.7,1.2,5.2,"garyforbes"
"119",150,"T.J. Ford\fordtj01","PG",27,"IND",41,3,18.9,2.2,5.8,0.386,0.1,0.8,0.188,2.1,5,0.417,0.398,0.9,1.2,0.729,0.4,1.6,2,3.4,0.9,0.2,1.5,1.7,5.4,"tjford"
"120",151,"Jeff Foster\fosteje01","C",34,"IND",56,3,16.8,1.4,3,0.479,0,0.1,0,1.4,2.9,0.488,0.479,0.5,0.9,0.563,2.9,3.4,6.3,0.8,0.4,0.6,0.5,2.3,3.3,"jefffoster"
"121",152,"Randy Foye\foyera01","SG",27,"LAC",63,24,24.6,3.3,8.4,0.388,1.1,3.4,0.327,2.1,5,0.43,0.455,2.1,2.4,0.893,0.2,1.4,1.6,2.7,0.7,0.3,1.5,1.9,9.8,"randyfoye"
"122",153,"Channing Frye\fryech01","PF",27,"PHO",77,64,33,4.6,10.8,0.432,2.2,5.7,0.39,2.4,5.1,0.479,0.535,1.2,1.4,0.832,0.8,5.8,6.7,1.2,0.6,1,0.9,3.5,12.7,"channingfrye"
"123",157,"Francisco Garcia\garcifr01","SF",29,"SAC",58,34,23.9,3.6,8.2,0.436,1.4,3.9,0.362,2.2,4.3,0.502,0.521,1.1,1.3,0.855,0.4,1.9,2.3,1.2,0.9,0.8,0.8,2.2,9.7,"franciscogarcia"
"124",158,"Kevin Garnett\garneke01","PF",34,"BOS",71,71,31.3,6.1,11.6,0.528,0,0.1,0.2,6.1,11.5,0.53,0.529,2.6,3.1,0.862,1.2,7.7,8.9,2.4,1.3,0.8,1.6,2.1,14.9,"kevingarnett"
"125",159,"Marc Gasol\gasolma01","C",26,"MEM",81,81,31.9,4.5,8.5,0.527,0,0.1,0.429,4.5,8.4,0.528,0.529,2.7,3.6,0.748,1.9,5.1,7,2.5,0.9,1.7,1.8,3.3,11.7,"marcgasol"
"126",160,"Pau Gasol\gasolpa01","C",30,"LAL",82,82,37,7.2,13.7,0.529,0,0,0.333,7.2,13.6,0.53,0.53,4.3,5.2,0.823,3.3,6.9,10.2,3.3,0.6,1.6,1.7,2.5,18.8,"paugasol"
"127",161,"Rudy Gay\gayru01","SF",24,"MEM",54,54,39.9,7.6,16.1,0.471,1.1,2.7,0.396,6.5,13.4,0.486,0.503,3.6,4.5,0.805,1.5,4.7,6.2,2.8,1.7,1.1,2.5,2.4,19.8,"rudygay"
"128",163,"Paul George\georgpa01","SG",20,"IND",61,19,20.7,2.9,6.5,0.453,0.7,2.3,0.297,2.3,4.2,0.537,0.505,1.3,1.7,0.762,0.6,3.1,3.7,1.1,1,0.4,1.1,2.1,7.8,"paulgeorge"
"129",164,"Daniel Gibson\gibsoda01","SG",24,"CLE",67,15,27.8,3.9,9.9,0.4,1.8,4.4,0.403,2.2,5.5,0.398,0.489,2,2.4,0.822,0.4,2.3,2.6,3,0.7,0.3,1.2,2.3,11.6,"danielgibson"
"130",165,"Taj Gibson\gibsota01","PF",25,"CHI",80,19,21.8,2.9,6.3,0.466,0,0.1,0.125,2.9,6.2,0.472,0.467,1.3,1.9,0.676,2,3.7,5.7,0.7,0.5,1.3,0.9,2.5,7.1,"tajgibson"
"131",166,"Manu Ginobili\ginobma01","SG",33,"SAS",80,79,30.3,5.5,12.7,0.433,1.9,5.5,0.349,3.6,7.2,0.497,0.509,4.5,5.1,0.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2,17.4,"manuginobili"
"132",167,"Ryan Gomes\gomesry01","SF",28,"LAC",76,62,27.6,2.7,6.6,0.41,0.9,2.8,0.341,1.8,3.9,0.459,0.481,0.8,1.1,0.718,0.8,2.5,3.3,1.6,0.8,0.2,0.7,2.1,7.2,"ryangomes"
"133",168,"Drew Gooden\goodedr01","PF",29,"MIL",35,18,24.6,4.5,10.3,0.431,0.1,0.6,0.15,4.4,9.8,0.447,0.435,2.3,2.9,0.794,2.1,4.7,6.8,1.3,0.6,0.5,1.3,2.8,11.3,"drewgooden"
"134",169,"Ben Gordon\gordobe01","SG",27,"DET",82,27,26,4.1,9.4,0.44,1.3,3.2,0.402,2.8,6.1,0.46,0.51,1.7,2,0.85,0.5,1.9,2.4,2.1,0.6,0.2,1.7,2.2,11.2,"bengordon"
"135",170,"Eric Gordon\gordoer01","SG",22,"LAC",56,56,37.7,7.6,16.9,0.45,1.9,5.2,0.364,5.7,11.8,0.488,0.506,5.1,6.2,0.825,0.8,2.1,2.9,4.4,1.3,0.3,2.7,2.1,22.3,"ericgordon"
"136",172,"Joey Graham\grahajo01","SF",28,"CLE",39,8,15,2.1,4.6,0.458,0.2,0.8,0.3,1.9,3.8,0.49,0.483,0.7,0.9,0.806,0.2,1.9,2.2,0.5,0.2,0.2,0.7,1.9,5.2,"joeygraham"
"137",173,"Stephen Graham\grahast01","SG",28,"NJN",59,28,16.3,1.4,3.4,0.405,0.1,0.4,0.238,1.3,3,0.425,0.418,0.5,0.6,0.816,0.3,1.8,2.1,0.7,0.2,0,0.6,1.8,3.4,"stephengraham"
"138",174,"Danny Granger\grangda01","SF",27,"IND",79,79,35,6.8,15.9,0.425,2,5.2,0.386,4.8,10.8,0.443,0.487,5,5.9,0.848,1.1,4.3,5.4,2.6,1.1,0.8,2.6,2.7,20.5,"dannygranger"
"139",175,"Aaron Gray\grayaa01","C",26,"NOH",41,6,13,1.4,2.4,0.566,0,0,NA,1.4,2.4,0.566,0.566,0.4,0.8,0.5,1.4,2.7,4.2,0.4,0.3,0.3,0.8,2.3,3.1,"aarongray"
"140",176,"Danny Green\greenda02","SG",23,"SAS",8,0,11.5,2.1,4.4,0.486,0.9,2.4,0.368,1.3,2,0.625,0.586,0,0,NA,0.4,1.5,1.9,0.3,0.3,0.1,0.6,0.9,5.1,"dannygreen"
"141",178,"Willie Green\greenwi01","SG",29,"NOH",77,13,21.7,3.5,7.9,0.443,0.7,2,0.348,2.8,5.9,0.476,0.488,1,1.3,0.78,0.3,1.8,2.1,1,0.5,0.2,0.9,1.9,8.7,"williegreen"
"142",179,"Donte Greene\greendo01","SF",22,"SAC",69,21,16.3,2.3,5.6,0.404,0.7,2.2,0.292,1.6,3.4,0.478,0.462,0.6,0.9,0.662,0.7,1.4,2.1,0.7,0.5,0.3,0.9,1.3,5.8,"dontegreene"
"143",180,"Orien Greene\greenor01","SG",28,"NJN",3,0,1.7,0.3,0.7,0.5,0,0,NA,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0,0,0,0.3,0.3,0,0,0,1,"oriengreene"
"144",181,"Blake Griffin\griffbl01","PF",21,"LAC",82,82,38,8.5,16.8,0.506,0.1,0.3,0.292,8.4,16.5,0.51,0.508,5.4,8.5,0.642,3.3,8.8,12.1,3.8,0.8,0.5,2.7,3.1,22.5,"blakegriffin"
"145",182,"Hamed Haddadi\haddaha01","C",25,"MEM",31,0,5.4,1,1.9,0.517,0,0,0,1,1.8,0.526,0.517,0.5,0.7,0.652,0.8,1.4,2.2,0.2,0.1,0.4,0.4,0.9,2.4,"hamedhaddadi"
"146",183,"Richard Hamilton\hamilri01","SG",32,"DET",55,39,27.2,5.2,12.2,0.429,1,2.6,0.382,4.2,9.6,0.442,0.47,2.7,3.1,0.849,0.4,1.9,2.3,3.1,0.7,0.1,1.6,1.7,14.1,"richardhamilton"
"147",184,"Tyler Hansbrough\hansbty01","PF",25,"IND",70,29,21.9,4.1,8.8,0.465,0,0,0,4.1,8.7,0.466,0.465,2.8,3.6,0.779,2.1,3.2,5.2,0.6,0.5,0.2,1.1,2.3,11,"tylerhansbrough"
"148",186,"James Harden\hardeja01","SG",21,"OKC",82,5,26.7,3.6,8.3,0.436,1.4,4,0.349,2.3,4.4,0.514,0.518,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2,"jamesharden"
"149",187,"Al Harrington\harrial01","PF",30,"DEN",73,3,22.8,3.8,9.2,0.416,1.6,4.5,0.357,2.2,4.8,0.473,0.503,1.2,1.6,0.735,1,3.5,4.5,1.4,0.5,0.1,1.5,2.8,10.5,"alharrington"
"150",189,"Manny Harris\harrima01","SG",21,"CLE",54,15,17.3,2,5.4,0.374,0.6,1.7,0.37,1.4,3.6,0.376,0.433,1.3,1.7,0.763,0.7,1.9,2.6,1.6,0.6,0.1,1.2,1.2,5.9,"mannyharris"
"151",190,"Mike Harris\harrimi01","PF",27,"HOU",4,0,4,0.8,1.5,0.5,0,0,NA,0.8,1.5,0.5,0.5,0.5,1,0.5,0.5,0.8,1.3,0.3,0,0.3,0.3,0.5,2,"mikeharris"
"152",191,"Udonis Haslem\hasleud01","PF",30,"MIA",13,0,26.5,3.4,6.6,0.512,0,0,NA,3.4,6.6,0.512,0.512,1.2,1.5,0.8,2.2,5.9,8.2,0.5,0.5,0.2,1.1,3,8,"udonishaslem"
"153",192,"Spencer Hawes\hawessp01","C",22,"PHI",81,81,21.2,3.3,7,0.465,0.1,0.5,0.243,3.1,6.6,0.48,0.473,0.6,1.1,0.534,1.6,4.1,5.7,1.5,0.4,0.9,1.2,2.5,7.2,"spencerhawes"
"154",193,"Chuck Hayes\hayesch01","C",27,"HOU",74,63,28.1,3.3,6.3,0.527,0,0,0,3.3,6.2,0.529,0.527,1.3,1.9,0.662,3,5.1,8.1,2.7,1.1,0.7,1.2,2.7,7.9,"chuckhayes"
"155",194,"Gordon Hayward\haywago01","SF",20,"UTA",72,17,16.9,2,4.1,0.485,0.5,1,0.473,1.5,3,0.489,0.544,1,1.3,0.711,0.6,1.4,1.9,1.1,0.4,0.3,1,1.5,5.4,"gordonhayward"
"156",195,"Lazar Hayward\haywala01","SF",24,"MIN",42,0,10,1.3,3.7,0.357,0.4,1.4,0.283,0.9,2.2,0.404,0.412,0.8,1,0.786,0.5,1.1,1.7,0.7,0.3,0.2,0.5,1,3.8,"lazarhayward"
"157",196,"Brendan Haywood\haywobr01","C",31,"DAL",72,8,18.5,1.8,3.1,0.574,0,0,0,1.8,3.1,0.577,0.574,0.9,2.5,0.362,1.8,3.4,5.2,0.3,0.2,1,0.7,2,4.4,"brendanhaywood"
"158",197,"Luther Head\headlu01","PG",28,"SAC",36,14,16.3,1.9,4.6,0.415,0.7,1.8,0.391,1.2,2.8,0.43,0.491,1.1,1.4,0.78,0.4,1.2,1.7,1.9,0.3,0.3,0.9,1.2,5.6,"lutherhead"
"159",198,"Gerald Henderson\hendege02","SG",23,"CHA",68,30,24.4,3.8,8.4,0.454,0.1,0.5,0.194,3.7,7.9,0.472,0.461,1.9,2.4,0.785,0.7,2.3,3,1.5,0.7,0.5,0.9,1.7,9.6,"geraldhenderson"
"160",199,"Xavier Henry\henryxa01","SG",19,"MEM",38,16,13.9,1.7,4.2,0.406,0.1,0.4,0.118,1.7,3.8,0.441,0.413,0.9,1.4,0.635,0.2,0.7,1,0.5,0.3,0.1,0.3,1.3,4.3,"xavierhenry"
"161",200,"Roy Hibbert\hibbero01","C",24,"IND",81,80,27.7,5.1,11,0.461,0,0,0,5.1,10.9,0.463,0.461,2.5,3.4,0.745,2.2,5.3,7.5,2,0.4,1.8,2.3,3.2,12.7,"royhibbert"
"162",201,"J.J. Hickson\hicksjj01","C",22,"CLE",80,66,28.2,5.4,11.7,0.458,0,0.1,0,5.4,11.6,0.461,0.458,3.1,4.6,0.673,2.7,6,8.7,1.1,0.6,0.7,2.2,2.7,13.8,"jjhickson"
"163",202,"Nene Hilario\hilarne01","C",28,"DEN",75,75,30.5,5.4,8.7,0.615,0,0.1,0.2,5.3,8.7,0.618,0.615,3.8,5.4,0.711,1.9,5.7,7.6,2,1.1,1,1.8,3.2,14.5,"nenehilario"
"164",203,"George Hill\hillge01","PG",24,"SAS",76,5,28.3,3.8,8.3,0.453,1,2.7,0.377,2.8,5.6,0.49,0.514,3.1,3.6,0.863,0.3,2.3,2.6,2.5,0.9,0.3,1.3,2,11.6,"georgehill"
"165",204,"Grant Hill\hillgr01","SF",38,"PHO",80,80,30.1,5,10.3,0.484,0.6,1.4,0.395,4.4,8.9,0.498,0.511,2.7,3.2,0.829,1,3.3,4.2,2.5,0.8,0.4,1.7,2.3,13.2,"granthill"
"166",205,"Jordan Hill\hilljo01","C",23,"HOU",72,11,15.6,2.4,4.9,0.491,0,0,0,2.4,4.9,0.494,0.491,0.8,1.2,0.706,1.8,2.5,4.3,0.4,0.2,0.7,0.9,2.2,5.6,"jordanhill"
"167",207,"Jrue Holiday\holidjr01","PG",20,"PHI",82,82,35.4,5.4,12.2,0.446,1,2.7,0.365,4.5,9.5,0.47,0.487,2.1,2.5,0.823,0.8,3.2,4,6.5,1.5,0.4,2.7,2.5,14,"jrueholiday"
"168",208,"Ryan Hollins\holliry01","C",26,"CLE",70,16,16.9,1.9,3.1,0.598,0,0,NA,1.9,3.1,0.598,0.598,1.6,2.3,0.681,1,1.7,2.7,0.4,0.3,0.6,1,2.8,5.3,"ryanhollins"
"169",209,"Al Horford\horfoal01","C",24,"ATL",77,77,35.1,6.7,12,0.557,0,0.1,0.5,6.6,11.9,0.557,0.558,1.9,2.4,0.798,2.4,7,9.3,3.5,0.8,1,1.5,2.5,15.3,"alhorford"
"170",210,"Eddie House\houseed01","SG",32,"MIA",56,1,17.5,2.3,5.7,0.399,1.2,3.1,0.389,1.1,2.6,0.411,0.505,0.7,0.7,0.95,0.2,1.5,1.6,1.1,0.6,0.1,0.5,1.2,6.5,"eddiehouse"
"171",211,"Dwight Howard\howardw01","C",25,"ORL",78,78,37.6,7.9,13.4,0.593,0,0.1,0,7.9,13.3,0.597,0.593,7,11.7,0.596,4,10.1,14.1,1.4,1.4,2.4,3.6,3.3,22.9,"dwighthoward"
"172",212,"Josh Howard\howarjo01","SF",30,"WAS",18,10,22.7,3.2,9,0.358,0.4,1.6,0.241,2.8,7.4,0.383,0.38,1.6,2.6,0.617,1,3.1,4.1,1.3,0.7,0.3,1.1,1.9,8.4,"joshhoward"
"173",213,"Juwan Howard\howarju01","PF",37,"MIA",57,0,10.4,1,2.2,0.44,0,0,NA,1,2.2,0.44,0.44,0.5,0.6,0.829,0.6,1.5,2.1,0.4,0.2,0.1,0.4,1.1,2.4,"juwanhoward"
"174",214,"Lester Hudson\hudsole01","PG",26,"WAS",11,0,6.6,0.5,2.2,0.25,0.4,1.4,0.267,0.2,0.8,0.222,0.333,0.2,0.4,0.5,0.1,0.4,0.5,1.5,0.4,0.1,0.6,0.9,1.6,"lesterhudson"
"175",215,"Kris Humphries\humphkr01","PF",25,"NJN",74,44,27.9,4.1,7.9,0.527,0,0,0,4.1,7.9,0.527,0.527,1.7,2.6,0.665,3,7.4,10.4,1.1,0.4,1.1,1.4,2.3,10,"krishumphries"
"176",216,"Serge Ibaka\ibakase01","PF",21,"OKC",82,44,27,4.1,7.5,0.543,0,0,0,4.1,7.5,0.544,0.543,1.7,2.2,0.75,2.6,5,7.6,0.3,0.4,2.4,0.9,3.3,9.9,"sergeibaka"
"177",217,"Andre Iguodala\iguodan01","SF",27,"PHI",67,67,36.9,5,11.3,0.445,0.9,2.7,0.337,4.1,8.6,0.479,0.486,3.1,4.5,0.693,0.9,4.9,5.8,6.3,1.5,0.6,2.1,1.6,14.1,"andreiguodala"
"178",218,"Zydrunas Ilgauskas\ilgauzy01","C",35,"MIA",72,51,15.9,2.3,4.4,0.508,0,0,0,2.3,4.4,0.509,0.508,0.5,0.6,0.783,1.5,2.5,4,0.4,0.3,0.8,0.7,2.6,5,"zydrunasilgauskas"
"179",219,"Didier Ilunga-Mbenga\mbengdj01","C",30,"NOH",41,0,8,0.6,1.2,0.469,0,0,NA,0.6,1.2,0.469,0.469,0.3,0.4,0.722,0.9,1.2,2.1,0.1,0.1,0.7,0.5,1.3,1.4,"didierilungambenga"
"180",220,"Ersan Ilyasova\ilyaser01","PF",23,"MIL",60,34,25.1,3.7,8.5,0.436,0.6,2,0.298,3.1,6.4,0.479,0.471,1.6,1.7,0.894,1.8,4.3,6.1,0.9,0.9,0.4,1.1,2.7,9.5,"ersanilyasova"
"181",221,"Royal Ivey\iveyro01","SG",29,"OKC",25,0,6.2,0.6,1.5,0.421,0.3,0.6,0.438,0.4,0.9,0.409,0.513,0.1,0.1,1,0.1,0.6,0.6,0.3,0.2,0,0.2,0.7,1.6,"royalivey"
"182",223,"Darnell Jackson\jacksda01","PF",25,"SAC",59,2,8.2,1.3,2.7,0.487,0.1,0.2,0.273,1.3,2.5,0.503,0.497,0.5,0.8,0.612,0.8,0.8,1.6,0.2,0.2,0.1,0.4,1,3.2,"darnelljackson"
"183",224,"Stephen Jackson\jacksst02","SG",32,"CHA",67,67,35.9,6.5,15.8,0.411,1.8,5.4,0.337,4.7,10.4,0.449,0.468,3.7,4.6,0.816,0.8,3.7,4.5,3.6,1.2,0.4,3.1,2.4,18.5,"stephenjackson"
"184",225,"Damion James\jamesda01","SF",23,"NJN",25,9,16.1,1.8,4.1,0.447,0,0.1,0,1.8,4,0.46,0.447,0.7,1.1,0.643,0.7,2.7,3.4,0.8,0.6,0.5,1,1.4,4.4,"damionjames"
"185",226,"LeBron James\jamesle01","SF",26,"MIA",79,79,38.8,9.6,18.8,0.51,1.2,3.5,0.33,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1,6.5,7.5,7,1.6,0.6,3.6,2.1,26.7,"lebronjames"
"186",227,"Antawn Jamison\jamisan01","PF",34,"CLE",56,38,32.9,6.7,15.6,0.427,1.6,4.7,0.346,5.1,10.9,0.462,0.479,3.1,4.2,0.731,1.5,5.2,6.7,1.7,0.9,0.5,1.4,2.4,18,"antawnjamison"
"187",229,"Al Jefferson\jeffeal01","C",26,"UTA",82,82,35.9,8,16.1,0.496,0,0,NA,8,16.1,0.496,0.496,2.7,3.5,0.761,2.9,6.8,9.7,1.8,0.6,1.9,1.3,2.9,18.6,"aljefferson"
"188",230,"Richard Jefferson\jefferi01","SF",30,"SAS",81,81,30.4,3.8,7.9,0.474,1.7,3.8,0.44,2.1,4.1,0.504,0.579,1.8,2.4,0.759,0.7,3.2,3.8,1.3,0.5,0.4,1.1,2,11,"richardjefferson"
"189",232,"Brandon Jennings\jennibr01","PG",21,"MIL",63,61,34.4,5.7,14.7,0.39,1.6,4.8,0.323,4.2,9.9,0.422,0.443,3.2,3.9,0.809,0.7,3,3.7,4.8,1.5,0.3,2.3,2.1,16.2,"brandonjennings"
"190",233,"Eugene Jeter\jetereu01","PG",27,"SAC",62,1,13.8,1.7,4.2,0.409,0.1,0.5,0.2,1.6,3.7,0.437,0.421,0.6,0.7,0.902,0.1,1,1.1,2.6,0.5,0,0.8,0.9,4.1,"eugenejeter"
"191",234,"Yi Jianlian\jianlyi01","PF",23,"WAS",63,11,17.7,2.3,5.5,0.418,0,0.2,0.231,2.3,5.3,0.425,0.422,1,1.4,0.681,1.3,2.7,3.9,0.4,0.4,0.5,0.8,1.8,5.6,"yijianlian"
"192",235,"Amir Johnson\johnsam01","PF",23,"TOR",72,54,25.7,3.9,6.9,0.568,0,0,0,3.9,6.9,0.569,0.568,1.8,2.2,0.788,2.6,3.8,6.4,1.1,0.7,1.2,1,3.7,9.6,"amirjohnson"
"193",236,"Armon Johnson\johnsar02","PG",21,"POR",38,0,7.3,1.2,2.7,0.455,0.1,0.3,0.417,1.1,2.3,0.461,0.48,0.3,0.6,0.591,0.3,0.7,0.9,1.2,0.1,0,1,0.8,2.9,"armonjohnson"
"194",239,"Joe Johnson\johnsjo02","SG",29,"ATL",72,72,35.5,7.1,16.1,0.443,1.2,4.2,0.297,5.9,12,0.494,0.481,2.7,3.4,0.802,0.8,3.2,4,4.7,0.7,0.1,2,1.8,18.2,"joejohnson"
"195",241,"Wesley Johnson\johnswe01","SG",23,"MIN",79,63,26.2,3.4,8.6,0.397,1.3,3.7,0.356,2.1,5,0.427,0.473,0.8,1.2,0.696,0.6,2.4,3,1.9,0.7,0.7,1.2,2.1,9,"wesleyjohnson"
"196",242,"Dahntay Jones\jonesda02","SG",30,"IND",45,2,13.1,2.2,4.8,0.467,0.3,0.9,0.359,1.9,3.9,0.491,0.5,1.5,2,0.767,0.1,1.4,1.4,0.7,0.4,0.2,0.7,1.6,6.3,"dahntayjones"
"197",243,"Dominique Jones\jonesdo02","SG",22,"DAL",18,0,7.5,0.8,2.5,0.311,0,0.2,0,0.8,2.3,0.341,0.311,0.8,0.9,0.824,0.3,1.1,1.4,1.1,0.3,0.2,0.6,0.4,2.3,"dominiquejones"
"198",244,"James Jones\jonesja02","SF",30,"MIA",81,8,19.1,1.8,4.3,0.422,1.5,3.5,0.429,0.3,0.7,0.39,0.6,0.7,0.9,0.833,0.3,1.7,2,0.5,0.4,0.2,0.3,1.6,5.9,"jamesjones"
"199",245,"Solomon Jones\jonesso01","C",26,"IND",39,0,13.5,1.3,3.1,0.405,0,0,0,1.3,3.1,0.408,0.405,1.1,1.6,0.661,1.2,1.7,2.9,0.8,0.3,0.6,0.9,2.4,3.6,"solomonjones"
"200",246,"DeAndre Jordan\jordade01","C",22,"LAC",80,66,25.6,2.9,4.3,0.686,0,0,0,2.9,4.3,0.688,0.686,1.2,2.7,0.452,2.6,4.6,7.2,0.5,0.5,1.8,1.3,3.2,7.1,"deandrejordan"
"201",247,"Chris Kaman\kamanch01","C",28,"LAC",32,15,26.2,5.5,11.8,0.471,0,0,NA,5.5,11.8,0.471,0.471,1.3,1.8,0.754,1.6,5.4,7,1.4,0.5,1.5,1.8,2.3,12.4,"chriskaman"
"202",248,"Jason Kapono\kaponja01","SF",29,"PHI",24,2,4.7,0.3,1.2,0.25,0,0.3,0.125,0.3,0.8,0.3,0.268,0,0.1,0.5,0.1,0.3,0.5,0.2,0.1,0,0.1,0.2,0.7,"jasonkapono"
"203",249,"Jason Kidd\kiddja01","PG",37,"DAL",80,80,33.2,2.7,7.5,0.361,1.7,4.9,0.34,1,2.6,0.4,0.472,0.8,1,0.87,0.4,4,4.4,8.2,1.7,0.4,2.2,1.5,7.9,"jasonkidd"
"204",250,"Andrei Kirilenko\kirilan01","SF",29,"UTA",64,62,31.2,4,8.5,0.467,0.6,1.5,0.367,3.4,6.9,0.489,0.5,3.3,4.2,0.77,1.6,3.5,5.1,3,1.3,1.2,1.8,1.8,11.7,"andreikirilenko"
"205",251,"Linas Kleiza\kleizli01","SF",26,"TOR",39,23,26.5,4.6,10.4,0.438,1,3.4,0.298,3.6,7.1,0.505,0.486,1.1,1.7,0.631,0.9,3.6,4.5,1,0.5,0.2,1.7,2.5,11.2,"linaskleiza"
"206",252,"Kyle Korver\korveky01","SG",29,"CHI",82,0,20.1,3,6.8,0.434,1.5,3.5,0.415,1.5,3.3,0.455,0.542,0.9,1.1,0.885,0.1,1.7,1.8,1.5,0.4,0.2,0.7,1.9,8.3,"kylekorver"
"207",257,"Gani Lawal\lawalga01","PF",22,"PHO",1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,1,0,"ganilawal"
"208",258,"Ty Lawson\lawsoty01","PG",23,"DEN",80,31,26.3,4.3,8.6,0.503,0.9,2.1,0.404,3.5,6.5,0.536,0.553,2.2,2.8,0.764,0.8,1.8,2.6,4.7,1,0.1,1.7,1.7,11.7,"tylawson"
"209",259,"Courtney Lee\leeco01","SG",25,"HOU",81,1,21.3,3.1,7.1,0.439,0.9,2.1,0.408,2.2,5,0.453,0.501,1.2,1.5,0.792,0.6,2,2.6,1.2,0.7,0.2,0.8,1.3,8.3,"courtneylee"
"210",260,"David Lee\leeda02","PF",27,"GSW",73,73,36.1,6.8,13.4,0.507,0,0,0.333,6.8,13.4,0.508,0.508,2.9,3.7,0.787,3,6.8,9.8,3.2,1,0.4,2.3,2.9,16.5,"davidlee"
"211",262,"Jeremy Lin\linje01","PG",22,"GSW",29,0,9.8,1,2.5,0.389,0,0.2,0.2,0.9,2.3,0.403,0.396,0.7,0.9,0.76,0.4,0.8,1.2,1.4,1.1,0.3,0.6,1.1,2.6,"jeremylin"
"212",263,"Shaun Livingston\livinsh01","PG",25,"CHA",73,0,17.3,2.5,5.4,0.466,0,0.1,0.25,2.5,5.4,0.468,0.467,1.5,1.7,0.864,0.4,1.6,2,2.2,0.6,0.4,1.2,1.5,6.6,"shaunlivingston"
"213",264,"Brook Lopez\lopezbr01","C",22,"NJN",82,82,35.2,7.9,16,0.492,0,0,0,7.9,16,0.492,0.492,4.7,6,0.787,2.4,3.5,6,1.6,0.6,1.5,2.1,2.9,20.4,"brooklopez"
"214",265,"Robin Lopez\lopezro01","C",22,"PHO",67,56,14.8,2.7,5.3,0.501,0,0,NA,2.7,5.3,0.501,0.501,1.1,1.5,0.74,1.2,2,3.2,0.1,0.3,0.7,0.7,2.1,6.4,"robinlopez"
