"","Rk","Player","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP","fix"
"109",113,"Luol Deng\denglu01","SF",26,"CHI",54,2129,14.1,0.5,0.285,0.219,4.1,14,9.2,11.7,1.4,1.2,10.4,19.8,NA,2.3,3.6,5.8,0.132,NA,0.5,1.6,2.1,2.2,"luoldeng"
"110",115,"DeMar DeRozan\derozde01","SG",22,"TOR",63,2206,12.8,0.503,0.102,0.367,2.1,9,5.6,10.8,1.2,0.6,10.5,25,NA,1.1,1.4,2.5,0.054,NA,-1.4,-1.5,-2.8,-0.5,"demarderozan"
"111",117,"Ike Diogu\dioguik01","PF",28,"SAS",2,14,-2.9,0.347,0,1,0,8,4.1,0,0,0,25.8,12.6,NA,0,0,0,-0.116,NA,-10,-2.6,-12.5,0,"ikediogu"
"112",118,"DeSagana Diop\diopde01","C",30,"CHA",27,325,6.8,0.347,0,0.143,11.2,19,15,11,1,3,29.9,9,NA,-0.3,0.2,-0.2,-0.025,NA,-5.8,1.7,-4.1,-0.2,"desaganadiop"
"113",119,"Keyon Dooling\doolike01","SG",31,"BOS",46,662,6.9,0.515,0.497,0.19,0.6,6.1,3.5,12.1,1,0.2,16.1,15.3,NA,-0.2,0.8,0.6,0.042,NA,-2.7,-1.2,-3.9,-0.3,"keyondooling"
"114",120,"Toney Douglas\douglto01","PG",25,"NYK",38,656,7.1,0.393,0.403,0.09,2.8,10,6.3,19.6,2.3,0.1,15.7,24.4,NA,-1.4,0.8,-0.6,-0.046,NA,-3.9,-1.1,-5,-0.5,"toneydouglas"
"115",121,"Goran Dragic\dragigo01","PG",25,"HOU",66,1752,18,0.567,0.337,0.317,3.5,7.7,5.6,32.5,2.5,0.4,18.7,21.8,NA,3.6,1.5,5.1,0.139,NA,3,-1,2.1,1.8,"gorandragic"
"116",122,"Jared Dudley\dudleja01","SG",26,"PHO",65,2020,15.4,0.575,0.325,0.255,5.4,11.4,8.4,8.8,1.3,0.7,9.1,17.7,NA,4,1.1,5.1,0.121,NA,2.7,0,2.7,2.4,"jareddudley"
"117",123,"Chris Duhon\duhonch01","PG",29,"ORL",63,1226,8.4,0.558,0.586,0.103,1.3,8.4,4.8,19.1,1.5,0.6,27.6,11.2,NA,0.4,0.9,1.3,0.051,NA,-2.1,-0.2,-2.3,-0.1,"chrisduhon"
"118",124,"Tim Duncan\duncati01","C",35,"SAS",58,1634,22.5,0.531,0.005,0.34,7.9,28.2,18.3,13.5,1.2,3.9,10.3,26.2,NA,3,2.9,5.9,0.174,NA,-0.2,2.6,2.4,1.8,"timduncan"
"119",125,"Mike Dunleavy\dunlemi02","SF",31,"MIL",55,1445,16.6,0.597,0.413,0.284,2.2,13.7,7.8,13,1,0.4,9.3,19,NA,3.5,0.9,4.4,0.146,NA,2.6,-1.7,1,1.1,"mikedunleavy"
"120",126,"Kevin Durant\duranke01","SF",23,"OKC",66,2546,26.2,0.61,0.265,0.386,1.9,20.4,11.8,17.5,1.8,2.2,14,31.3,NA,8.5,3.7,12.2,0.23,NA,4.7,0.5,5.2,4.6,"kevindurant"
"121",127,"Jerome Dyson\dysonje01","PG",24,"NOH",9,180,11.3,0.525,0.167,0.75,1.3,11.1,6.3,16.2,3.3,0.9,23.9,22,NA,-0.1,0.2,0.1,0.026,NA,-3.6,0.5,-3.1,-0.1,"jeromedyson"
"122",128,"Devin Ebanks\ebankde01","SG",22,"LAL",24,396,8.3,0.465,0.101,0.393,7.7,7.6,7.6,4.6,1.5,1.1,14.7,14.2,NA,0,0.3,0.3,0.033,NA,-3.2,-0.2,-3.4,-0.1,"devinebanks"
"123",129,"Wayne Ellington\ellinwa01","SG",24,"MIN",51,973,9.4,0.487,0.358,0.132,1.6,9.7,5.6,5.5,1.4,0.7,7.5,15.8,NA,0.3,0.5,0.8,0.041,NA,-1.9,-0.7,-2.6,-0.2,"wayneellington"
"124",131,"Francisco Elson\elsonfr01","C",35,"PHI",5,16,6.3,0.333,0,0,0,7,3.5,8.8,3.3,4.7,25,11.7,NA,0,0,0,-0.026,NA,-8.6,4.3,-4.3,0,"franciscoelson"
"125",132,"Andre Emmett\emmetan01","SF",29,"NJN",6,45,13.3,0.618,0.143,1.143,5,10.6,7.7,3.6,2.4,1.7,16,12.7,NA,0.1,0,0.1,0.089,NA,-2.3,-0.7,-2.9,0,"andreemmett"
"126",133,"Semih Erden\erdense01","C",25,"CLE",28,333,9.9,0.538,0,0.554,6.6,18.5,12.3,4.6,1.6,1.1,14.8,14.6,NA,0.2,0.2,0.4,0.057,NA,-3.7,-0.9,-4.7,-0.2,"semiherden"
"127",134,"Jeremy Evans\evansje01","SF",24,"UTA",29,217,19.6,0.632,0.024,0.381,9.9,16.6,13.2,9.1,1.5,8.8,9.3,11.2,NA,0.6,0.3,0.9,0.193,NA,1,4.7,5.7,0.4,"jeremyevans"
"128",135,"Maurice Evans\evansma01","SF",33,"WAS",24,343,9,0.497,0.402,0.116,2.6,5.3,3.9,4.2,2.1,0,7.8,16.7,NA,0.2,0.1,0.3,0.041,NA,-1.2,-2.6,-3.8,-0.2,"mauriceevans"
"129",136,"Reggie Evans\evansre01","PF",31,"LAC",56,771,9.2,0.504,0,0.986,15.3,26.7,20.9,3.1,2.2,0.6,29.9,8.8,NA,0.2,1,1.3,0.079,NA,-3.3,1.1,-2.2,0,"reggieevans"
"130",137,"Tyreke Evans\evansty01","SG",22,"SAC",63,2162,16.4,0.512,0.11,0.287,3.1,12,7.3,22.1,2,1,14.4,23.8,NA,2,0.6,2.7,0.059,NA,0.5,-0.8,-0.3,0.9,"tyrekeevans"
"131",139,"Kenneth Faried\farieke01","PF",22,"DEN",46,1037,21.9,0.618,0,0.531,16.5,22.9,19.8,5.5,1.7,3.6,12.4,18.7,NA,3.2,1.3,4.6,0.212,NA,2.3,1,3.4,1.4,"kennethfaried"
"132",140,"Jordan Farmar\farmajo01","PG",25,"NJN",39,831,17.4,0.592,0.397,0.2,1,7.8,4.3,29,1.5,0.2,16.6,22.6,NA,1.8,0,1.8,0.104,NA,2.4,-4.1,-1.8,0.1,"jordanfarmar"
"133",141,"Derrick Favors\favorde01","PF",20,"UTA",65,1376,17.1,0.537,0,0.436,13,22.5,17.7,5,1.4,3.8,16.3,20.7,NA,1.4,1.6,3,0.105,NA,-1.3,0.5,-0.8,0.4,"derrickfavors"
"134",142,"Raymond Felton\feltora01","PG",27,"POR",60,1906,13.4,0.491,0.316,0.193,1.6,7.6,4.6,33.3,2.2,0.4,19.6,20.8,NA,0.7,1,1.7,0.042,NA,-0.1,-1.8,-1.8,0.1,"raymondfelton"
"135",143,"Rudy Fernandez\fernaru01","SG",26,"DEN",31,710,13.3,0.549,0.542,0.191,1.5,8.9,5.3,15.9,2.2,0.3,14.1,17.8,NA,0.8,0.4,1.2,0.083,NA,1.5,-1.1,0.4,0.4,"rudyfernandez"
"136",144,"Kyrylo Fesenko\fesenky01","C",25,"IND",3,17,29.8,0.524,0,1.2,13.3,46,29.8,9.5,6.2,0,0,20.4,NA,0.1,0.1,0.1,0.374,NA,1.9,3.1,5,0,"kyrylofesenko"
"137",145,"Landry Fields\fieldla01","SG",23,"NYK",66,1894,12,0.506,0.236,0.267,3.6,13.5,8.5,14.5,2.1,0.7,15.1,16,NA,0.8,2.6,3.4,0.085,NA,-1.1,1.5,0.4,1.2,"landryfields"
"138",148,"Jeff Foote\footeje01","C",24,"NOH",4,39,-0.9,0.333,0,0,3.1,15,9.2,0,0,2.1,25,9.7,NA,-0.1,0,-0.1,-0.079,NA,-9.9,-2,-12,-0.1,"jefffoote"
"139",149,"Gary Forbes\forbega01","SG",26,"TOR",48,713,13.3,0.513,0.306,0.336,4.5,12.2,8.4,13.7,1.8,0.5,14.8,24.1,NA,0.1,0.7,0.8,0.053,NA,-0.8,-1.3,-2.2,0,"garyforbes"
"140",150,"T.J. Ford\fordtj01","PG",28,"SAS",14,191,11,0.519,0.186,0.326,1.8,8.8,5.4,32.7,2.4,0.8,31.9,17.2,NA,0,0.2,0.2,0.053,NA,-3.1,-0.6,-3.6,-0.1,"tjford"
"141",152,"Jeff Foster\fosteje01","C",35,"IND",11,141,11.1,0.569,0.056,0.5,14.5,19,16.7,4.2,3,0.6,24.2,9.3,NA,0.2,0.2,0.4,0.134,NA,-0.6,1.7,1.1,0.1,"jefffoster"
"142",153,"Randy Foye\foyera01","SG",28,"LAC",65,1682,13.5,0.522,0.511,0.132,1.7,8.1,4.9,14.2,1.5,1.2,9.7,20.7,NA,2.4,0.8,3.2,0.092,NA,1.4,-1.7,-0.3,0.7,"randyfoye"
"143",154,"Jimmer Fredette\fredeji01","PG",22,"SAC",61,1135,10.8,0.495,0.484,0.108,1.6,5.7,3.5,15.1,1.3,0.2,12.5,20.4,NA,0.5,-0.2,0.3,0.012,NA,-0.4,-4,-4.4,-0.7,"jimmerfredette"
"144",155,"Channing Frye\fryech01","PF",28,"PHO",64,1669,14.9,0.519,0.429,0.134,4.8,20.6,12.8,8.3,1.3,3,8.8,19.3,NA,1.8,1.9,3.7,0.106,NA,0.7,1.2,1.9,1.7,"channingfrye"
"145",156,"Dan Gadzuric\gadzuda01","C",33,"NYK",2,13,-4.3,0,0,1,8.8,35.9,22.2,0,4,6.1,25.8,13.4,NA,-0.1,0,0,-0.169,NA,-16.8,2.7,-14,0,"dangadzuric"
"146",157,"Sundiata Gaines\gainesu01","SG",25,"NJN",57,793,15,0.465,0.303,0.354,3.8,12.2,7.9,27.2,3.7,0.2,14.2,21.1,NA,0.4,0.6,1,0.059,NA,-0.2,-0.6,-0.8,0.2,"sundiatagaines"
"147",158,"Danilo Gallinari\gallida01","SF",23,"DEN",43,1351,16.5,0.563,0.393,0.448,2.5,14.6,8.7,13,1.6,1.3,10.9,20.7,NA,2.9,1,3.9,0.14,NA,2.3,-0.2,2.1,1.4,"danilogallinari"
"148",159,"Francisco Garcia\garcifr01","SF",30,"SAC",49,798,10.7,0.483,0.572,0.131,1.4,12.7,6.8,5.8,2.3,3.4,8.3,14.4,NA,0.3,0.5,0.8,0.048,NA,-1.6,0.4,-1.2,0.2,"franciscogarcia"
"149",160,"Kevin Garnett\garneke01","C",35,"BOS",60,1864,20.4,0.55,0.012,0.243,4.4,25.8,15.6,17.9,1.6,2.5,11.1,24.9,NA,2.6,4.3,6.9,0.178,NA,0.2,3.3,3.6,2.6,"kevingarnett"
"150",161,"Marc Gasol\gasolma01","C",27,"MEM",65,2370,18.4,0.541,0.016,0.428,5.8,23.1,14.3,14.1,1.4,4.1,12.1,19.1,NA,4.2,4,8.2,0.166,NA,0.3,3.6,3.9,3.5,"marcgasol"
"151",162,"Pau Gasol\gasolpa01","PF",31,"LAL",65,2430,20.4,0.547,0.029,0.285,8.8,21.8,15.6,17.2,0.8,2.6,12.1,22.1,NA,5.2,3.1,8.3,0.165,NA,1.7,2,3.7,3.5,"paugasol"
"152",163,"Rudy Gay\gayru01","SF",25,"MEM",65,2422,17.8,0.521,0.162,0.246,6.1,14.1,10.1,10.8,2.1,1.8,12,25.1,NA,2.8,3.3,6,0.12,NA,1,0.8,1.8,2.3,"rudygay"
"153",164,"Alonzo Gee\geeal01","SG",24,"CLE",63,1827,13.2,0.516,0.249,0.385,6.1,14.3,10,10.6,2.4,0.7,15,18.7,NA,1.2,1.2,2.4,0.063,NA,-0.5,0.1,-0.5,0.7,"alonzogee"
"154",165,"Paul George\georgpa01","SG",21,"IND",66,1958,16.5,0.555,0.366,0.285,3.2,17.9,10.6,13.6,2.9,1.5,14,19.3,NA,2.8,3.2,6,0.148,NA,1.9,1.9,3.9,2.9,"paulgeorge"
"155",166,"Daniel Gibson\gibsoda01","SG",25,"CLE",35,916,9.2,0.493,0.56,0.173,1.3,11.6,6.3,13.5,1.5,1.3,14.4,15.3,NA,0.2,0.3,0.5,0.028,NA,-1.3,-0.8,-2.2,0,"danielgibson"
"156",167,"Taj Gibson\gibsota01","PF",26,"CHI",63,1284,16.9,0.522,0,0.334,12,16.8,14.4,5.9,1.1,4.5,11.5,18.6,NA,1.8,2.6,4.5,0.167,NA,-1.1,2.3,1.2,1,"tajgibson"
"157",168,"Manu Ginobili\ginobma01","SG",34,"SAS",34,792,24.1,0.668,0.442,0.354,2.7,13.9,8.4,30.3,1.6,1.1,16.3,22.7,NA,3.4,0.9,4.2,0.257,NA,6.5,-0.1,6.4,1.7,"manuginobili"
"158",170,"Ryan Gomes\gomesry01","SF",29,"LAC",32,425,4.4,0.371,0.305,0.116,3.9,13.3,8.5,4.1,2,0,13.1,12.5,NA,-0.5,0.3,-0.2,-0.021,NA,-5,-0.4,-5.4,-0.4,"ryangomes"
"159",171,"Drew Gooden\goodedr01","C",30,"MIL",56,1469,18.8,0.512,0.084,0.317,9.5,18,13.6,16.5,1.6,1.7,12.7,25.7,NA,2,1.5,3.6,0.116,NA,0.7,0.3,1,1.1,"drewgooden"
"160",172,"Ben Gordon\gordobe01","SG",28,"DET",52,1398,13.5,0.549,0.277,0.257,1.2,9.5,5.2,16.5,1.3,0.6,16.3,23.3,NA,1,0.7,1.7,0.058,NA,0,-2.4,-2.4,-0.1,"bengordon"
"161",173,"Eric Gordon\gordoer01","PG",23,"NOH",9,310,19.2,0.549,0.286,0.464,0.8,8.7,4.8,19.3,2.3,1.1,12.5,29.4,NA,0.5,0.3,0.7,0.115,NA,2.2,-1.9,0.3,0.2,"ericgordon"
"162",174,"Marcin Gortat\gortama01","C",27,"PHO",66,2114,21.2,0.578,0.003,0.326,10,25,17.6,4.8,1.2,3.4,9.3,20.8,NA,4.9,2.7,7.6,0.172,NA,0.8,1.2,2,2.1,"marcingortat"
"163",175,"Andrew Goudelock\goudean01","SG",23,"LAL",40,419,8.4,0.488,0.431,0.069,1.4,6.6,4.1,8,0.5,0,10.5,21.9,NA,0,0.1,0.1,0.011,NA,-2.3,-4.3,-6.6,-0.5,"andrewgoudelock"
"164",176,"Danny Granger\grangda01","SF",28,"IND",62,2062,18.6,0.542,0.343,0.309,4.3,12.3,8.4,9.7,1.6,1.5,9.3,25.9,NA,4.5,2.2,6.7,0.155,NA,3.1,-1.2,1.9,2,"dannygranger"
"165",177,"Aaron Gray\grayaa01","C",27,"TOR",49,813,11.1,0.526,0,0.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,NA,0.1,1.3,1.4,0.082,NA,-3.5,1.5,-2,0,"aarongray"
"166",178,"Danny Green\greenda02","SG",24,"SAS",66,1522,15.5,0.579,0.491,0.21,4.2,12.9,8.6,8.3,2,2.2,11.4,17.6,NA,2.5,2,4.5,0.142,NA,2,1.2,3.2,2,"dannygreen"
"167",179,"Gerald Green\greenge01","SF",26,"NJN",31,781,15.8,0.574,0.344,0.203,2.2,14.2,8,8.5,1.9,1.7,13.6,23.6,NA,0.8,0.4,1.2,0.072,NA,0.2,-1.8,-1.6,0.1,"geraldgreen"
"168",180,"Willie Green\greenwi01","SG",30,"ATL",53,922,13.9,0.578,0.348,0.172,1.9,8.2,5.1,7.4,1.3,0.5,8.6,19.5,NA,1.4,0.9,2.4,0.122,NA,0.3,-2,-1.7,0.1,"williegreen"
"169",181,"Donte Greene\greendo01","PF",23,"SAC",53,777,11.8,0.491,0.395,0.207,2.6,16.9,9.4,6.8,1.2,2.7,9.9,18,NA,0.3,0.3,0.7,0.041,NA,-2.3,-1.3,-3.6,-0.3,"dontegreene"
"170",182,"Blake Griffin\griffbl01","PF",22,"LAC",66,2392,23.4,0.557,0.016,0.458,10.7,25.1,17.8,16.6,1.2,1.7,10.9,26.6,NA,6.6,2.6,9.2,0.185,NA,3.1,1.1,4.1,3.7,"blakegriffin"
"171",183,"Hamed Haddadi\haddaha01","C",26,"MEM",35,206,16.3,0.589,0.021,0.542,15.6,24.9,20.1,6.1,0.3,10.3,26.1,17.7,NA,0.1,0.4,0.6,0.131,NA,-3.5,4.1,0.6,0.1,"hamedhaddadi"
"172",184,"Jordan Hamilton\hamiljo02","SF",21,"DEN",26,258,13.9,0.508,0.423,0.045,5.1,22.4,14,12.6,0.8,0.9,12.4,22.3,NA,0.1,0.2,0.3,0.055,NA,-0.6,-1.8,-2.4,0,"jordanhamilton"
"173",185,"Richard Hamilton\hamilri01","SG",33,"CHI",28,697,13.2,0.5,0.148,0.119,3.3,7.2,5.3,21,0.9,0.1,13.1,24.5,NA,0.5,0.8,1.3,0.092,NA,-0.4,-1.7,-2.1,0,"richardhamilton"
"174",186,"Tyler Hansbrough\hansbty01","PF",26,"IND",66,1442,14.7,0.511,0.002,0.58,8.9,13.7,11.3,3.5,2,0.5,9.8,20.9,NA,2.2,1.7,3.9,0.129,NA,-1.3,-1.5,-2.7,-0.3,"tylerhansbrough"
"175",187,"Luke Harangody\haranlu01","PF",24,"CLE",21,231,10.4,0.427,0.323,0.185,9.5,16.9,13,4.3,1.4,1,5.4,14.5,NA,0.1,0.1,0.2,0.046,NA,-2.7,-1.9,-4.6,-0.2,"lukeharangody"
"176",188,"James Harden\hardeja01","SG",22,"OKC",62,1946,21.1,0.66,0.464,0.587,1.9,12.2,7.4,19.3,1.6,0.6,14.8,21.6,NA,7.5,1.8,9.3,0.23,NA,5.6,-1.1,4.5,3.2,"jamesharden"
"177",189,"Justin Harper\harpeju01","PF",22,"ORL",14,84,1.7,0.318,0.419,0.032,4.1,12.5,8.2,3.9,1.3,2.8,16,20.9,NA,-0.3,0.1,-0.3,-0.145,NA,-8.9,-0.9,-9.8,-0.2,"justinharper"
"178",190,"Josh Harrellson\harrejo01","PF",22,"NYK",37,540,13.7,0.505,0.396,0.174,10,21,15.4,3.3,2.2,3,11.1,15,NA,0.4,1,1.4,0.127,NA,-1.6,1.2,-0.4,0.2,"joshharrellson"
"179",191,"Al Harrington\harrial01","PF",31,"DEN",64,1761,15.3,0.535,0.392,0.228,4.9,20.4,12.9,8.2,1.7,0.5,11.6,24.4,NA,1.6,1.6,3.2,0.088,NA,0.8,-1.3,-0.5,0.6,"alharrington"
"180",192,"Devin Harris\harride01","PG",28,"UTA",63,1741,16,0.564,0.393,0.386,0.8,6.7,3.7,28.3,1.9,0.6,16.1,19.5,NA,3.3,0.8,4.2,0.115,NA,2.7,-2.4,0.3,1,"devinharris"
"181",193,"Manny Harris\harrima01","SG",22,"CLE",26,456,11.7,0.492,0.24,0.393,2.6,15.3,8.7,11.8,1.5,1,13.3,20,NA,0.1,0.2,0.3,0.03,NA,-2.7,-1.5,-4.3,-0.3,"mannyharris"
"182",194,"Terrel Harris\harrite01","SG",24,"MIA",22,318,6.7,0.434,0.47,0.253,7,11.9,9.6,12.2,1.5,0.5,21.3,17.1,NA,-0.3,0.4,0.1,0.011,NA,-3,-0.5,-3.4,-0.1,"terrelharris"
"183",195,"Tobias Harris\harrito02","SF",19,"MIL",42,479,14.2,0.54,0.136,0.32,6.7,16.8,11.6,7.4,1.4,1.1,13.9,20.6,NA,0.4,0.4,0.9,0.087,NA,-2,-1.5,-3.5,-0.2,"tobiasharris"
"184",196,"Udonis Haslem\hasleud01","PF",31,"MIA",64,1589,10.9,0.479,0,0.286,9.1,25.6,17.7,4,1.2,1.2,13,13.5,NA,0.7,2.8,3.5,0.106,NA,-3.5,0.7,-2.8,-0.3,"udonishaslem"
"185",197,"Spencer Hawes\hawessp01","C",23,"PHI",37,920,18.1,0.517,0.038,0.172,9.4,23.3,16.3,17.6,0.9,3.9,13.8,20.3,NA,1.1,1.9,2.9,0.152,NA,-0.6,3.3,2.7,1.1,"spencerhawes"
"186",198,"Chuck Hayes\hayesch01","C",28,"SAC",54,1039,8.9,0.459,0.012,0.229,7.3,18,12.4,10.4,1.8,1.2,21.1,9.9,NA,0.1,0.5,0.6,0.028,NA,-3.1,1.3,-1.8,0.1,"chuckhayes"
"187",199,"Gordon Hayward\haywago01","SF",21,"UTA",66,2015,15.5,0.568,0.271,0.396,3.3,9.9,6.6,15.9,1.4,1.6,13.7,17.8,NA,3.8,1,4.9,0.116,NA,2,-0.1,1.9,2,"gordonhayward"
"188",200,"Lazar Hayward\haywala01","SF",25,"OKC",26,141,3.1,0.427,0.368,0.316,1.7,10.6,6.5,4.2,1.1,0.5,17.2,16.8,NA,-0.2,0.1,-0.1,-0.04,NA,-5.6,-2.4,-8,-0.2,"lazarhayward"
"189",201,"Brendan Haywood\haywobr01","C",32,"DAL",54,1146,12.9,0.52,0,0.421,13.7,18,15.9,2.6,1.1,3.8,14.5,12.8,NA,1.1,1.6,2.7,0.114,NA,-2.4,1.9,-0.5,0.4,"brendanhaywood"
"190",202,"Gerald Henderson\hendege02","SG",24,"CHA",55,1831,14,0.511,0.065,0.282,3.9,10.5,7,13.5,1.4,0.8,11,23,NA,0.8,0.2,1,0.026,NA,-0.7,-1.9,-2.6,-0.3,"geraldhenderson"
"191",203,"Xavier Henry\henryxa01","SG",20,"NOH",45,759,9.2,0.45,0.075,0.373,3.8,12.7,8.3,7.6,1.9,0.9,11.7,18.7,NA,-0.4,0.7,0.2,0.015,NA,-4.1,-0.5,-4.6,-0.5,"xavierhenry"
"192",204,"Roy Hibbert\hibbero01","C",25,"IND",65,1937,19.3,0.539,0.001,0.358,12.5,20.7,16.6,9.9,0.9,5.2,14.2,21.1,NA,3.2,3,6.2,0.154,NA,0.5,2.4,3,2.4,"royhibbert"
"193",206,"Cory Higgins\higgico01","PG",22,"CHA",38,423,4.1,0.402,0.125,0.375,1.8,7.9,4.7,15,0.6,1.1,17.3,24.6,NA,-1.2,-0.1,-1.3,-0.15,NA,-7.4,-4.1,-11.6,-1,"coryhiggins"
"194",208,"George Hill\hillge01","PG",25,"IND",50,1274,15.7,0.557,0.387,0.308,2.8,10.5,6.7,18.8,1.7,1.1,10.8,17.2,NA,2.8,1.3,4,0.152,NA,2.6,-0.3,2.3,1.4,"georgehill"
"195",209,"Grant Hill\hillgr01","SF",39,"PHO",49,1378,12.3,0.5,0.118,0.242,2.4,11.5,7,12.1,1.5,1.5,11.5,18.6,NA,0.6,0.9,1.6,0.055,NA,-1.2,0.7,-0.5,0.5,"granthill"
"196",211,"Kirk Hinrich\hinriki01","SG",31,"ATL",48,1237,9.2,0.511,0.461,0.108,1.1,8.5,4.8,16.3,1.6,0.7,15.8,13.9,NA,0.4,1.4,1.8,0.069,NA,-1.4,-0.1,-1.4,0.2,"kirkhinrich"
"197",212,"Darington Hobson\hobsoda01","SG",24,"MIL",5,39,-3.3,0.154,0.462,0,0,8.7,4.2,20.9,0,0,13.3,16.9,NA,-0.2,0,-0.2,-0.225,NA,-9.9,-4.3,-14.1,-0.1,"daringtonhobson"
"198",213,"Jrue Holiday\holidjr01","PG",21,"PHI",65,2196,14.7,0.496,0.205,0.144,2.9,7.9,5.4,21.6,2.5,0.6,13.2,21.8,NA,0.9,3.3,4.2,0.092,NA,0.2,0.6,0.9,1.6,"jrueholiday"
"199",215,"Tyler Honeycutt\honeyty01","SF",21,"SAC",15,88,10.4,0.382,0.125,0.208,3.6,14.4,8.7,11.5,2.3,2.5,7.1,13.9,NA,0,0.1,0,0.013,NA,-4.3,0.3,-4,0,"tylerhoneycutt"
"200",216,"Al Horford\horfoal01","C",25,"ATL",11,348,19,0.585,0.01,0.291,8.8,17.1,13,11.7,1.5,3.1,12.1,17.9,NA,0.8,0.6,1.3,0.18,NA,0.5,2.3,2.8,0.4,"alhorford"
"201",217,"Dennis Horner\hornede01","PF",23,"NJN",8,22,6.6,0.434,0.25,1,10.3,16.3,13.2,0,0,0,14.8,14.1,NA,0,0,0,-0.012,NA,-6.8,-6.7,-13.6,-0.1,"dennishorner"
"202",218,"Dwight Howard\howardw01","C",26,"ORL",54,2070,24.2,0.569,0.01,0.788,11,33.1,21.9,9.8,2.1,4.4,15.2,26.1,NA,3.3,4.4,7.7,0.179,NA,0.1,3.7,3.8,3,"dwighthoward"
"203",219,"Josh Howard\howarjo01","SF",31,"UTA",43,991,10.5,0.461,0.102,0.269,4.5,13.9,9.2,7.9,1.7,0.8,11.6,20.7,NA,-0.2,0.7,0.5,0.025,NA,-2.6,-0.9,-3.4,-0.4,"joshhoward"
"204",220,"Juwan Howard\howarju01","PF",38,"MIA",28,190,3.6,0.354,0,0.182,11.8,17.6,14.8,7.8,1.1,0.4,25.2,19.4,NA,-0.6,0.3,-0.3,-0.076,NA,-8.1,-0.8,-8.9,-0.3,"juwanhoward"
"205",222,"Larry Hughes\hughela01","PG",33,"ORL",9,114,-4.8,0.262,0.318,0.091,1,4.1,2.5,9.2,0.9,0,34.4,14.3,NA,-0.5,0,-0.5,-0.193,NA,-10.2,-1.2,-11.4,-0.3,"larryhughes"
"206",223,"Kris Humphries\humphkr01","PF",26,"NJN",62,2162,17.9,0.539,0,0.414,12.2,24.8,18.3,7.4,1.2,2.6,13,19.3,NA,3.6,1.7,5.3,0.118,NA,-0.6,0.4,-0.2,1,"krishumphries"
"207",224,"Serge Ibaka\ibakase01","PF",22,"OKC",66,1792,19,0.556,0.006,0.241,13.2,18.2,15.9,2.5,1,9.8,12.7,15.7,NA,3,3.2,6.2,0.167,NA,-0.9,3.8,3,2.2,"sergeibaka"
"208",225,"Andre Iguodala\iguodan01","SF",28,"PHI",62,2209,17.6,0.537,0.305,0.31,2.8,16.4,9.6,23.7,2.6,1,13.8,17.7,NA,3.1,4.2,7.3,0.158,NA,1.7,2.7,4.4,3.6,"andreiguodala"
"209",226,"Ersan Ilyasova\ilyaser01","PF",24,"MIL",60,1655,20.5,0.577,0.188,0.307,12.7,22.8,17.6,7,1.3,2,10.1,20.1,NA,4.4,2,6.4,0.185,NA,2.2,-0.2,2,1.7,"ersanilyasova"
"210",227,"Kyrie Irving\irvinky01","PG",19,"CLE",51,1558,21.4,0.566,0.245,0.262,3.1,11.2,7,36.5,1.8,1,16.1,28.7,NA,3.4,0.6,4.1,0.125,NA,4.9,-1.7,3.3,2.1,"kyrieirving"
"211",228,"Royal Ivey\iveyro01","SG",30,"OKC",34,354,4.7,0.464,0.726,0.11,0.3,6.9,3.9,4.1,2,0,10.5,10.9,NA,-0.1,0.3,0.2,0.025,NA,-1.9,-1.2,-3.1,-0.1,"royalivey"
"212",229,"Jarrett Jack\jackja01","PG",28,"NOH",45,1530,17.9,0.54,0.192,0.254,1.8,11.7,6.8,34,1.1,0.5,14.1,23.3,NA,2.9,0.9,3.8,0.119,NA,2.6,-1.4,1.2,1.2,"jarrettjack"
"213",230,"Reggie Jackson\jacksre01","PG",21,"OKC",45,501,9.2,0.408,0.39,0.182,3.4,8.3,6,21.2,2.6,0.1,17.3,18.7,NA,-0.4,0.5,0.1,0.011,NA,-2.6,-1.3,-3.9,-0.2,"reggiejackson"
"214",232,"Damion James\jamesda01","SF",24,"NJN",7,170,6.1,0.422,0.029,0.343,4.6,18.3,11.3,2.8,2.2,3.2,23,14.1,NA,-0.3,0.1,-0.2,-0.043,NA,-7.3,1.1,-6.3,-0.2,"damionjames"
"215",233,"LeBron James\jamesle01","SF",27,"MIA",62,2326,30.7,0.605,0.127,0.429,5,19.7,12.6,33.6,2.6,1.7,13.3,32,NA,10,4.5,14.5,0.298,NA,8.3,2.7,11,7.6,"lebronjames"
"216",234,"Mike James\jamesmi01","PG",36,"CHI",11,120,13.7,0.505,0.204,0.163,1.9,7.3,4.6,39.8,1.8,1.2,21,25.3,NA,0.1,0.2,0.3,0.111,NA,-0.9,-1.9,-2.9,0,"mikejames"
"217",235,"Antawn Jamison\jamisan01","PF",35,"CLE",65,2151,16.1,0.481,0.256,0.26,6.3,15.7,10.8,11.9,1.2,1.5,7.2,26.2,NA,2.1,1,3.1,0.07,NA,0.7,-1.8,-1.1,0.5,"antawnjamison"
